name,price,core_count,core_clock,boost_clock,microarchitecture,tdp,graphics,brand,has_integrated_graphics,socket,price_is_predicted
Intel Pentium E5500,62.74964597262725,2,2.8,2.8,Wolfdale,65,,Intel,False,LGA775,True
AMD Phenom II X4 840,106.2495716495409,4,3.2,3.2,K10,95,,AMD,False,AM3,True
AMD A8-3850,82.51503671486786,4,2.9,2.9,Lynx,100,Radeon HD 6550D,AMD,True,LGA1156,True
Intel Core i5-2405S,97.36893842978711,4,2.5,2.5,Sandy Bridge,65,Intel HD Graphics 3000,Intel,True,LGA1155,True
AMD A8-3870K,92.06607321079262,4,3.0,3.0,Lynx,100,Radeon HD 6550D,AMD,True,LGA1156,True
AMD A4-3300,89.95,2,2.5,2.5,Lynx,65,Radeon HD 6410D,AMD,True,LGA1156,False
AMD Athlon X4 760K,112.4133699835833,4,3.8,4.1,Piledriver,100,,AMD,False,FM2+,True
Intel Xeon E3-1225 V3,130.87323335929818,4,3.2,3.6,Haswell,84,Intel HD Graphics P4600,Intel,True,LGA1150,True
Intel Xeon E3-1275 V3,144.55409719866395,4,3.5,3.9,Haswell,84,Intel HD Graphics P4600,Intel,True,LGA1150,True
Intel Celeron G1820,47.56014260341507,2,2.7,2.7,Haswell,53,Intel HD Graphics,Intel,True,LGA1150,True
Intel Xeon E5-2690,268.68152996370037,8,2.9,3.8,Sandy Bridge,135,,Intel,False,LGA1155,True
Intel Xeon E5-2640 V2,115.49671177241854,8,2.0,2.5,Ivy Bridge,95,,Intel,False,LGA1155,True
Intel Xeon E5-2660 V2,170.58137001540462,10,2.2,3.0,Ivy Bridge,95,,Intel,False,LGA1155,True
Intel Core i3-4360,83.76510908165656,2,3.7,3.7,Haswell Refresh,54,Intel HD Graphics 4600,Intel,True,LGA1150,True
AMD Sempron 150,39.18359974953209,1,2.9,2.9,K10,45,,AMD,False,AM3,True
Intel Xeon E5-1630 V3,210.7505924147572,4,3.7,3.8,Haswell,140,,Intel,False,LGA1150,True
Intel Xeon E5-2695 V3,498.95,14,2.3,3.3,Haswell,120,,Intel,False,LGA1150,False
Intel Core i7-3770T,228.99826648503833,4,2.5,3.7,Ivy Bridge,45,Intel HD Graphics 4000,Intel,True,LGA1155,True
Intel Pentium G3470,153.1,2,3.6,3.6,Haswell Refresh,53,Intel HD Graphics,Intel,True,LGA1150,False
Intel Xeon E3-1220 V5,349.95,4,3.0,3.5,Skylake,80,,Intel,False,LGA1151,False
Intel Xeon E3-1260L V5,185.30992201767936,4,2.9,3.9,Skylake,45,,Intel,False,LGA1151,True
Intel Xeon E3-1225 V5,309.1945471792318,4,3.3,3.7,Skylake,80,Intel HD Graphics P530,Intel,True,LGA1151,True
Intel Xeon E3-1235L V5,141.94739493970334,4,2.0,3.0,Skylake,25,Intel HD Graphics P530,Intel,True,LGA1151,True
Intel Xeon E5-1650 V4,224.0564646342901,6,3.6,4.0,Broadwell,140,,Intel,False,LGA1150,True
Intel Xeon E3-1270 V6,719.95,4,3.8,4.2,Kaby Lake,72,,Intel,False,LGA1151,False
Intel Core i9-7960X,941.9389832909992,16,2.8,4.4,Skylake,165,,Intel,False,LGA1151,True
Intel Core i3-8350K,157.34852980322074,4,4.0,4.0,Coffee Lake,91,Intel UHD Graphics 630,Intel,True,LGA1151,True
Intel Core i5-9500F,182.3539663661379,6,3.0,4.4,Coffee Lake Refresh,65,,Intel,False,LGA1151,True
Intel Xeon E-2174G,649.95,4,3.8,4.7,Coffee Lake,71,Intel HD Graphics P630,Intel,True,LGA1151,False
Intel Xeon E-2246G,544.9336769389674,6,3.6,4.8,Coffee Lake Refresh,80,Intel HD Graphics P630,Intel,True,LGA1151,True
AMD Phenom II X4 830,55.05,4,2.8,2.8,K10,95,,AMD,False,AM3,False
AMD Phenom II X4 975,168.02,4,3.6,3.6,K10,125,,AMD,False,AM3,False
Intel Pentium G870,67.64,2,3.1,3.1,Sandy Bridge,65,Intel HD Graphics,Intel,True,LGA1155,False
AMD A4-6300B,49.95,2,3.7,3.9,Piledriver,65,Radeon HD 8370D,AMD,True,FM2+,False
Intel Core i3-6300T,119.99,2,3.3,3.3,Skylake,35,Intel HD Graphics 530,Intel,True,LGA1151,False
AMD Athlon II X2 250u,121.9532670699892,2,1.6,1.6,K10,25,,AMD,False,AM3,True
AMD Phenom II X4 905e,69.78997722107444,4,2.5,2.5,K10,65,,AMD,False,AM3,True
Intel Pentium E2220,61.3806988272432,2,2.4,2.4,Core,65,,Intel,False,LGA775,True
Intel Pentium E5400,62.74964597262725,2,2.7,2.7,Wolfdale,65,,Intel,False,LGA775,True
Intel Core 2 Duo E6320,89.95,2,1.86,1.86,Core,65,,Intel,False,LGA775,False
Intel Core 2 Duo E6550,95.91,2,2.33,2.33,Core,65,,Intel,False,LGA775,False
Intel Core i5-680,122.10933835790912,2,3.6,3.6,Westmere,73,Intel HD Graphics,Intel,True,LGA1156,True
Intel Core i7-930,102.22699467084152,4,2.8,2.8,Nehalem,130,,Intel,False,LGA1156,True
Intel Core i7-965 Extreme Edition,205.6294704576714,4,3.2,3.2,Nehalem,130,,Intel,False,LGA1156,True
Intel Core i7-975 Extreme Edition,199.25368660282896,4,3.33,3.33,Nehalem,130,,Intel,False,LGA1156,True
Intel Core 2 Extreme QX6700,93.26943497505613,4,2.66,2.66,Core,100,,Intel,False,LGA775,True
Intel Pentium G850,45.790140314701674,2,2.9,2.9,Sandy Bridge,65,Intel HD Graphics,Intel,True,LGA1155,True
AMD Athlon II X4 631,79.03236766480755,4,2.6,2.6,Lynx,100,,AMD,False,LGA1156,True
Intel Core i3-3220T,48.82246386147231,2,2.8,2.8,Ivy Bridge,35,Intel HD Graphics 2500,Intel,True,LGA1155,True
AMD FX-8300,140.99427421576138,8,3.3,3.3,Piledriver,95,,AMD,False,FM2+,True
Intel Xeon E3-1225,108.6650071869012,4,3.1,3.1,Sandy Bridge,95,Intel HD Graphics,Intel,True,LGA1155,True
Intel Xeon E3-1275,376.99,4,3.4,3.4,Sandy Bridge,95,Intel HD Graphics,Intel,True,LGA1155,False
Intel Xeon E3-1225 V2,214.5,4,3.2,3.2,Ivy Bridge,77,Intel HD Graphics P4000,Intel,True,LGA1155,False
AMD FX-4130,112.03367543742998,4,3.8,3.8,Bulldozer,125,,AMD,False,FM2,True
AMD FX-9370,264.39952590862697,8,4.4,4.7,Piledriver,220,,AMD,False,FM2+,True
AMD 5150,81.48380501200559,4,1.6,1.6,Jaguar,25,Radeon HD 8400,AMD,True,AM1,True
Intel Core i3-4350,76.46812066858583,2,3.6,3.6,Haswell Refresh,54,Intel HD Graphics 4600,Intel,True,LGA1150,True
Intel Celeron G470,52.41881369104049,1,2.0,2.0,Sandy Bridge,35,Intel HD Graphics,Intel,True,LGA1155,True
AMD E2-3200,58.88835771605214,2,2.4,2.4,Lynx,65,Radeon HD 6370D,AMD,True,LGA1156,True
Intel Xeon E5-2630L V2,121.14465387883719,6,2.4,2.4,Ivy Bridge,60,,Intel,False,LGA1155,True
Intel Xeon E5-2609,102.81538335370954,4,2.4,2.4,Sandy Bridge,80,,Intel,False,LGA1155,True
Intel Core i3-6320,82.82252252014896,2,3.9,3.9,Skylake,51,Intel HD Graphics 530,Intel,True,LGA1151,True
Intel Pentium G4500,79.62470681835828,2,3.5,3.5,Skylake,51,Intel HD Graphics 530,Intel,True,LGA1151,True
Intel Xeon E3-1275 V5,314.77385910840405,4,3.6,4.0,Skylake,80,Intel HD Graphics P530,Intel,True,LGA1151,True
AMD Opteron 6320,242.39,8,2.8,3.3,Piledriver,115,,AMD,False,FM2+,False
Intel Core i7-6850K,224.0564646342901,6,3.6,3.8,Broadwell,140,,Intel,False,LGA1150,True
Intel Core i9-7900X,450.65996247043057,10,3.3,4.5,Skylake,140,,Intel,False,LGA1151,True
Intel Core i7-7800X,274.82808143232154,6,3.5,4.0,Skylake,140,,Intel,False,LGA1151,True
Intel Celeron G4900T,229.1324345780483,2,1.8,1.8,Coffee Lake,35,Intel UHD Graphics 610,Intel,True,LGA1151,True
Intel Pentium Gold G5400,89.79020739341459,2,3.7,3.7,Coffee Lake,58,Intel UHD Graphics 610,Intel,True,LGA1151,True
Intel Pentium Gold G5600,85.26556698326533,2,3.9,3.9,Coffee Lake,54,Intel UHD Graphics 630,Intel,True,LGA1151,True
Intel Core i5-9600T,245.29070000183756,6,2.3,3.9,Coffee Lake Refresh,35,Intel UHD Graphics 630,Intel,True,LGA1151,True
Intel Xeon E-2244G,562.9151523688843,4,3.8,4.8,Coffee Lake Refresh,71,Intel HD Graphics P630,Intel,True,LGA1151,True
Intel Xeon E-2276G,650.7031595002051,6,3.8,4.9,Coffee Lake Refresh,80,Intel HD Graphics P630,Intel,True,LGA1151,True
Intel Xeon E-2124G,270.99,4,3.4,4.5,Coffee Lake,71,Intel HD Graphics P630,Intel,True,LGA1151,False
Intel Xeon E5-2623 V3,234.94,4,3.0,3.5,Haswell,105,,Intel,False,LGA1150,False
Intel Celeron E3400,63.904004847814114,2,2.6,2.6,Wolfdale,65,,Intel,False,LGA775,True
Intel Core i3-560,89.95,2,3.333,3.333,Westmere,73,Intel HD Graphics,Intel,True,LGA1156,False
Intel Xeon E5-2640 V3,189.95,8,2.6,3.4,Haswell,90,,Intel,False,LGA1150,False
AMD Athlon II X2 220,38.30025295341373,2,2.8,2.8,K10,65,,AMD,False,AM3,True
AMD Athlon II X3 445,48.70612869910589,3,3.1,3.1,K10,95,,AMD,False,AM3,True
AMD Phenom II X2 550 Black,60.57874745140121,2,3.1,3.1,K10,80,,AMD,False,AM3,True
Intel Pentium E6500,89.99,2,2.93,2.93,Wolfdale,65,,Intel,False,LGA775,False
Intel Core 2 Duo E6750,89.95,2,2.66,2.66,Core,65,,Intel,False,LGA775,False
Intel Core 2 Duo E7600,98.95,2,3.06,3.06,Wolfdale,65,,Intel,False,LGA775,False
Intel Core 2 Extreme QX6850,204.00935863560122,4,3.0,3.0,Core,130,,Intel,False,LGA775,True
AMD Athlon II X4 645,74.29864464655762,4,3.1,3.1,K10,95,,AMD,False,AM3,True
Intel Pentium E6700,100.91281892007984,2,3.2,3.2,Wolfdale,65,,Intel,False,LGA775,True
AMD A6-3650,77.95402476916504,4,2.6,2.6,Lynx,100,Radeon HD 6530D,AMD,True,LGA1156,True
AMD Phenom II X6 1035T,92.17392395335986,6,2.6,2.6,K10,95,,AMD,False,AM3,True
Intel Celeron G540,69.98,2,2.5,2.5,Sandy Bridge,65,Intel HD Graphics,Intel,True,LGA1155,False
AMD A6-3500,58.88835771605214,3,2.1,2.1,Lynx,65,Radeon HD 6530D,AMD,True,LGA1156,True
Intel Core i3-2125,152.0,2,3.3,3.3,Sandy Bridge,65,Intel HD Graphics 3000,Intel,True,LGA1155,False
AMD Phenom II X4 970,121.73799238785882,4,3.5,3.5,K10,125,,AMD,False,AM3,True
Intel Xeon E3-1245,167.50342828476948,4,3.3,3.3,Sandy Bridge,95,Intel HD Graphics,Intel,True,LGA1155,True
Intel Xeon E3-1270,243.56083476976357,4,3.4,3.4,Sandy Bridge,80,,Intel,False,LGA1155,True
Intel Xeon E3-1265L V2,103.6467623479928,4,2.5,2.5,Ivy Bridge,45,Intel HD Graphics 2500,Intel,True,LGA1155,True
AMD Athlon X4 740,90.62740316450687,4,3.2,3.2,Piledriver,65,,AMD,False,FM2+,True
Intel Pentium G3258,82.11747692526815,2,3.2,3.2,Haswell Refresh,53,Intel HD Graphics,Intel,True,LGA1150,True
AMD Sempron 145,39.09410034268875,1,2.8,2.8,K10,45,,AMD,False,AM3,True
Intel Xeon E3-1226 V3,143.86965464439328,4,3.3,3.7,Haswell Refresh,84,Intel HD Graphics P4600,Intel,True,LGA1150,True
Intel Xeon E5-2630,82.17402480257171,6,2.3,2.3,Sandy Bridge,95,,Intel,False,LGA1155,True
Intel Xeon E5-2643 V2,398.95,6,3.5,3.8,Ivy Bridge,130,,Intel,False,LGA1155,False
Intel Xeon E5-1620 V3,189.63915568292373,4,3.5,3.6,Haswell,140,,Intel,False,LGA1150,True
AMD Pro A10-7800B,89.65160753957542,4,3.5,3.9,Steamroller,65,Radeon R7 (on-die),AMD,True,FM2+,True
Intel Xeon E5-2622 V3,94.70068479937581,8,2.4,2.4,Haswell,85,,Intel,False,LGA1150,True
Intel Xeon E5-2685 V3,497.62565934693316,12,2.6,3.3,Haswell,120,,Intel,False,LGA1150,True
AMD Opteron 6344,323.3817588137898,12,2.6,3.2,Piledriver,115,,AMD,False,FM2+,True
AMD Athlon X4 845,86.58222361722659,4,3.5,3.8,Puma+,65,,AMD,False,AM1,True
AMD Athlon 5370,62.76282840265796,4,2.2,2.2,Jaguar,25,Radeon R3 (on die),AMD,True,AM1,True
AMD Athlon X4 870K,116.98614818944971,4,3.9,4.1,Steamroller,95,,AMD,False,FM2+,True
Intel Core i3-7300T,82.29079913975744,2,3.5,3.5,Kaby Lake,35,Intel HD Graphics 630,Intel,True,LGA1151,True
Intel Core i5-7600T,221.69254975501542,4,2.8,3.7,Kaby Lake,35,Intel HD Graphics 630,Intel,True,LGA1151,True
Intel Core i5-7600T,229.95,4,2.8,3.7,Kaby Lake,35,Intel HD Graphics 630,Intel,True,LGA1151,False
Intel Core i5-7640X,217.4,4,4.0,4.2,Kaby Lake,112,,Intel,False,LGA1151,False
Intel Xeon E3-1275 V6,504.44,4,3.8,4.2,Kaby Lake,73,Intel HD Graphics P630,Intel,True,LGA1151,False
AMD Athlon 240GE,80.30780253776223,2,3.5,3.5,Zen,35,Radeon Vega 3,AMD,True,AM4,True
Intel Core i3-9320,146.75047580039913,4,3.7,4.4,Coffee Lake Refresh,62,,Intel,False,LGA1151,True
Intel Core i3-9350K,207.7900167997066,4,4.0,4.6,Coffee Lake Refresh,91,Intel HD Graphics 630,Intel,True,LGA1151,True
Intel Xeon E-2104G,131.99635275577916,4,3.2,3.2,Coffee Lake,65,Intel HD Graphics P630,Intel,True,LGA1151,True
Intel Celeron G5905T,84.49408102744039,2,3.3,3.3,Comet Lake,35,Intel UHD Graphics 610,Intel,True,LGA1200,True
Intel Core i3-3240T,48.93367925039396,2,2.9,2.9,Ivy Bridge,35,Intel HD Graphics 2500,Intel,True,LGA1155,True
AMD Phenom II X2 B59,100.10603399888214,2,3.4,3.4,K10,80,,AMD,False,AM3,True
Intel Xeon E5-2620,77.0,6,2.0,2.0,Sandy Bridge,95,,Intel,False,LGA1155,False
AMD Athlon II X2 215,37.55572782055992,2,2.7,2.7,K10,65,,AMD,False,AM3,True
AMD Athlon II X2 260,64.99352155191035,2,3.2,3.2,K10,65,,AMD,False,AM3,True
AMD Phenom II X2 550,60.57874745140121,2,3.1,3.1,K10,80,,AMD,False,AM3,True
AMD Athlon II X2 235e,39.343339566624344,2,2.7,2.7,K10,45,,AMD,False,AM3,True
AMD Athlon II X2 240e,40.12238413272355,2,2.8,2.8,K10,45,,AMD,False,AM3,True
AMD Phenom II X3 705e,103.27638778848967,3,2.5,2.5,K10,65,,AMD,False,AM3,True
Intel Celeron E1200,83.40062258160218,2,1.6,1.6,Core,65,,Intel,False,LGA775,True
Intel Celeron E1400,64.39949622824575,2,2.0,2.0,Core,65,,Intel,False,LGA775,True
Intel Pentium E2160,70.60932944104233,2,1.8,1.8,Core,65,,Intel,False,LGA775,True
Intel Pentium E2180,64.39949622824575,2,2.0,2.0,Core,65,,Intel,False,LGA775,True
Intel Pentium E2200,64.39949622824575,2,2.2,2.2,Core,65,,Intel,False,LGA775,True
Intel Celeron E3300,61.79,2,2.5,2.5,Wolfdale,65,,Intel,False,LGA775,False
Intel Pentium E6300,62.74964597262725,2,2.8,2.8,Wolfdale,65,,Intel,False,LGA775,True
Intel Core 2 Duo E6400,89.95,2,2.13,2.13,Core,65,,Intel,False,LGA775,False
Intel Core 2 Duo E6420,69.95,2,2.13,2.13,Core,65,,Intel,False,LGA775,False
Intel Core 2 Duo E6550,64.39949622824575,2,2.33,2.33,Core,65,,Intel,False,LGA775,True
Intel Core i5-655K,126.86547714400855,2,3.2,3.2,Westmere,73,Intel HD Graphics,Intel,True,LGA1156,True
Intel Core i5-660,149.94,2,3.33,3.33,Westmere,73,Intel HD Graphics,Intel,True,LGA1156,False
Intel Core i5-670,109.08,2,3.46,3.46,Westmere,73,Intel HD Graphics,Intel,True,LGA1156,False
Intel Core 2 Extreme QX6800,116.03825557111816,4,2.93,2.93,Core,100,,Intel,False,LGA775,True
Intel Core 2 Extreme X6800,85.70340568133327,2,2.93,2.93,Core,75,,Intel,False,LGA775,True
AMD Athlon II X3 450,81.48482060914891,3,3.2,3.2,K10,95,,AMD,False,AM3,True
AMD Athlon II X3 455,81.48482060914891,3,3.3,3.3,K10,95,,AMD,False,AM3,True
Intel Pentium E6800,97.768184691318,2,3.333,3.333,Wolfdale,65,,Intel,False,LGA775,True
AMD Phenom II X3 720 Black,34.70955648331881,3,2.8,2.8,K10,95,,AMD,False,AM3,True
Intel Pentium G840,44.835077898466565,2,2.8,2.8,Sandy Bridge,65,Intel HD Graphics,Intel,True,LGA1155,True
AMD Phenom II X4 960T Black,67.46754697330591,4,3.0,3.0,K10,95,,AMD,False,AM3,True
AMD A4-3400,49.95459000075609,2,2.7,2.7,Lynx,65,Radeon HD 6410D,AMD,True,LGA1156,True
AMD A10-5700,84.30696522942874,4,3.4,3.4,Piledriver,65,Radeon HD 7660D,AMD,True,FM2+,True
Intel Xeon E3-1240,246.17513396039885,4,3.3,3.3,Sandy Bridge,80,,Intel,False,LGA1155,True
Intel Celeron G1620,45.712791500432516,2,2.7,2.7,Ivy Bridge,55,Intel HD Graphics,Intel,True,LGA1155,True
Intel Xeon E5-1660,256.15615155264976,6,3.3,3.9,Sandy Bridge,130,,Intel,False,LGA1155,True
Intel Xeon E5-2665,149.94,8,2.4,3.1,Sandy Bridge,115,,Intel,False,LGA1155,False
Intel Xeon E5-2620 V2,160.60629412705384,6,2.1,2.6,Ivy Bridge,80,,Intel,False,LGA1155,True
Intel Pentium G3450,78.84784659576641,2,3.4,3.4,Haswell Refresh,53,Intel HD Graphics,Intel,True,LGA1150,True
AMD A6-7400K,71.49063207355742,2,3.5,3.9,Steamroller,65,Radeon R5 (on die),AMD,True,FM2+,True
AMD Athlon II X4 651,93.33715646672053,4,3.0,3.0,Lynx,100,,AMD,False,LGA1156,True
Intel Xeon E3-1230 V3,274.6876716864331,4,3.3,3.7,Haswell,80,,Intel,False,LGA1150,True
Intel Xeon E5-2637 V2,224.97268602616336,4,3.5,3.8,Ivy Bridge,130,,Intel,False,LGA1155,True
AMD Pro A10-7850B,148.02,4,3.7,4.0,Steamroller,95,Radeon R7 (on-die),AMD,True,FM2+,False
AMD Athlon X4 840,94.73498116582228,4,3.1,3.8,Steamroller,65,,AMD,False,FM2+,True
Intel Pentium G3250T,48.02716275892736,2,2.8,2.8,Haswell Refresh,35,Intel HD Graphics,Intel,True,LGA1150,True
Intel Xeon E5-2620 V3,149.94,6,2.4,3.2,Haswell,85,,Intel,False,LGA1150,False
Intel Xeon E5-2650L V3,225.2892362386948,12,1.8,2.5,Haswell,65,,Intel,False,LGA1150,True
Intel Xeon E3-1270 V3,277.7536696746715,4,3.5,3.9,Haswell,80,,Intel,False,LGA1150,True
Intel Core i5-4670S,125.01300890928552,4,3.1,3.8,Haswell,65,Intel HD Graphics 4600,Intel,True,LGA1150,True
Intel Pentium G4520,79.62470681835828,2,3.6,3.6,Skylake,51,Intel HD Graphics 530,Intel,True,LGA1151,True
Intel Pentium G4400T,67.24828879117243,2,2.9,2.9,Skylake,35,Intel HD Graphics 510,Intel,True,LGA1151,True
AMD Opteron 6328,184.7796081556171,8,3.2,3.8,Piledriver,115,,AMD,False,FM2+,True
AMD Athlon X4 880K,126.00973902769854,4,4.0,4.2,Steamroller,95,,AMD,False,FM2+,True
Intel Core i3-7350K,101.60217210898384,2,4.2,4.2,Kaby Lake,60,Intel HD Graphics 630,Intel,True,LGA1151,True
Intel Pentium G4620,224.12,2,3.7,3.7,Kaby Lake,51,Intel HD Graphics 630,Intel,True,LGA1151,False
Intel Xeon E5-2450V2,167.1541282737372,8,2.5,3.3,Ivy Bridge,95,,Intel,False,LGA1155,True
Intel Xeon E5-2470V2,167.1541282737372,10,2.4,3.2,Ivy Bridge,95,,Intel,False,LGA1155,True
Intel Xeon E3-1240 V6,429.95,4,3.7,4.1,Kaby Lake,72,,Intel,False,LGA1151,False
Intel Xeon E3-1220 V6,249.95,4,3.0,3.5,Kaby Lake,72,,Intel,False,LGA1151,False
Intel Xeon E3-1225 V6,355.29,4,3.3,3.7,Kaby Lake,73,Intel HD Graphics P630,Intel,True,LGA1151,False
Intel Xeon E3-1225 V6,369.51,4,3.3,3.7,Kaby Lake,73,Intel HD Graphics P630,Intel,True,LGA1151,False
Intel Core i5-3550S,141.7452600065767,4,3.0,3.7,Ivy Bridge,65,Intel HD Graphics 2500,Intel,True,LGA1155,True
Intel Xeon E5-2665,184.91228979889695,8,2.4,3.1,Sandy Bridge,115,,Intel,False,LGA1155,True
Intel Core i3-9300,143.85128000029923,4,3.7,4.3,Coffee Lake Refresh,62,Intel UHD Graphics 630,Intel,True,LGA1151,True
Intel Core i5-9600,222.4684366292676,6,3.1,4.6,Coffee Lake Refresh,65,Intel UHD Graphics 630,Intel,True,LGA1151,True
AMD A6-7480,64.49985353722936,2,3.5,3.8,Puma+,65,Radeon R5 (on die),AMD,True,AM1,True
Intel Xeon E-2144G,421.28101979409195,4,3.6,4.5,Coffee Lake,71,Intel HD Graphics P630,Intel,True,LGA1151,True
Intel Xeon E-2126G,511.5305701452581,6,3.3,4.5,Coffee Lake,80,Intel HD Graphics P630,Intel,True,LGA1151,True
Intel Xeon E-2174G,433.0297866168853,4,3.8,4.7,Coffee Lake,71,Intel HD Graphics P630,Intel,True,LGA1151,True
Intel Xeon E-2236,488.75547812380194,6,3.4,4.8,Coffee Lake Refresh,80,,Intel,False,LGA1151,True
Intel Xeon E-2124,313.60106947494495,4,3.3,4.3,Coffee Lake,71,,Intel,False,LGA1151,True
Intel Pentium Gold G6500,80.00717152983177,2,4.1,4.1,Comet Lake,58,Intel UHD Graphics 630,Intel,True,LGA1200,True
Intel Xeon E-2176G,528.6542189076852,6,3.7,4.7,Coffee Lake,80,Intel HD Graphics P630,Intel,True,LGA1151,True
Intel Xeon E5-2620,139.94,6,2.0,2.0,Sandy Bridge,95,,Intel,False,LGA1155,False
AMD Athlon II X2 245,38.387980307265316,2,2.9,2.9,K10,65,,AMD,False,AM3,True
AMD Athlon II X4 620,55.01041359877246,4,2.6,2.6,K10,95,,AMD,False,AM3,True
AMD Phenom II X3 720,34.70955648331881,3,2.8,2.8,K10,95,,AMD,False,AM3,True
AMD Phenom II X6 1055T,130.71475745483067,6,2.8,2.8,K10,125,,AMD,False,AM3,True
AMD Athlon II X4 605e,62.76282840265796,4,2.3,2.3,K10,45,,AMD,False,AM3,True
AMD Phenom II X4 910e,62.19557592742676,4,2.6,2.6,K10,65,,AMD,False,AM3,True
Intel Core 2 Duo E4500,64.39949622824575,2,2.2,2.2,Core,65,,Intel,False,LGA775,True
Intel Pentium E5300,79.4,2,2.6,2.6,Wolfdale,65,,Intel,False,LGA775,False
Intel Core 2 Duo E6750,70.61065875920833,2,2.66,2.66,Core,65,,Intel,False,LGA775,True
Intel Core 2 Duo E6850,89.95,2,3.0,3.0,Core,65,,Intel,False,LGA775,False
Intel Core 2 Duo E7600,79.41199671294385,2,3.06,3.06,Wolfdale,65,,Intel,False,LGA775,True
Intel Core 2 Duo E8300,99.95,2,2.83,2.83,Wolfdale,65,,Intel,False,LGA775,False
Intel Core i5-661,80.0,2,3.33,3.33,Westmere,87,Intel HD Graphics,Intel,True,LGA1156,False
Intel Core i7-860,189.95,4,2.8,2.8,Nehalem,95,,Intel,False,LGA1156,False
Intel Core 2 Quad Q9400S,118.02935265540985,4,2.66,2.66,Yorkfield,65,,Intel,False,LGA775,True
Intel Core 2 Extreme QX9775,804.0930684080661,4,3.2,3.2,Yorkfield,150,,Intel,False,LGA775,True
AMD Phenom II X2 565 Black,100.10603399888214,2,3.4,3.4,K10,80,,AMD,False,AM3,True
AMD Sempron 130,93.96990624135762,1,2.6,2.6,K10,45,,AMD,False,AM3,True
Intel Pentium G620T,53.78883321341154,2,2.2,2.2,Sandy Bridge,35,Intel HD Graphics,Intel,True,LGA1155,True
Intel Pentium G860,59.37015025104678,2,3.0,3.0,Sandy Bridge,65,Intel HD Graphics,Intel,True,LGA1155,True
AMD Athlon II X4 641,79.99905810998554,4,2.8,2.8,Lynx,100,,AMD,False,LGA1156,True
Intel Xeon E3-1220,159.8659427176799,4,3.1,3.1,Sandy Bridge,80,,Intel,False,LGA1155,True
Intel Xeon E3-1230,918.89,4,3.2,3.2,Sandy Bridge,80,,Intel,False,LGA1155,False
Intel Xeon E3-1235,172.86833045345924,4,3.2,3.2,Sandy Bridge,95,Intel HD Graphics,Intel,True,LGA1155,True
Intel Xeon E3-1280,161.652440545361,4,3.5,3.5,Sandy Bridge,95,,Intel,False,LGA1155,True
Intel Core i5-3340S,133.6940269427546,4,2.8,3.3,Ivy Bridge,65,Intel HD Graphics 2500,Intel,True,LGA1155,True
Intel Xeon E5-2603,98.95,4,1.8,1.8,Sandy Bridge,80,,Intel,False,LGA1155,False
Intel Xeon E5-2609,89.95,4,2.4,2.4,Sandy Bridge,80,,Intel,False,LGA1155,False
AMD A6-6420K,79.89870681119827,2,4.0,4.2,Piledriver,65,Radeon HD 8000 Series,AMD,True,FM2+,True
AMD A4-4020,70.47688154032792,2,3.2,3.4,Piledriver,65,Radeon HD 7480D,AMD,True,FM2+,True
AMD A10-6800B,147.67136524506412,4,4.1,4.4,Piledriver,100,Radeon HD 8670D,AMD,True,FM2+,True
AMD A4-3300,67.74994620409583,2,2.5,2.5,Lynx,65,Radeon HD 6410D,AMD,True,LGA1156,True
AMD FX-4200,111.5782734678037,4,3.3,3.3,Bulldozer,125,,AMD,False,FM2,True
AMD FX-8370,236.5223879280159,8,4.0,4.3,Piledriver,125,,AMD,False,FM2+,True
AMD Pro A4-7300B,69.66057103374844,2,3.8,4.0,Piledriver,65,Radeon HD 8470D,AMD,True,FM2+,True
AMD Athlon X2 450,71.49063207355742,2,3.5,3.9,Steamroller,65,,AMD,False,FM2+,True
AMD Phenom II X4 B99,106.2495716495409,4,3.3,3.3,K10,95,,AMD,False,AM3,True
Intel Xeon E5-2609 V3,113.41287568493863,6,1.9,1.9,Haswell,85,,Intel,False,LGA1150,True
Intel Xeon E5-2603 V3,145.90796208806253,6,1.6,1.6,Haswell,85,,Intel,False,LGA1150,True
Intel Xeon E5-2630 V3,170.80018910557743,8,2.4,3.2,Haswell,85,,Intel,False,LGA1150,True
Intel Xeon E3-1230 V2,189.95,4,3.3,3.3,Ivy Bridge,69,,Intel,False,LGA1155,False
Intel Xeon E3-1275 V2,374.0,4,3.5,3.5,Ivy Bridge,77,Intel HD Graphics P4000,Intel,True,LGA1155,False
Intel Core i3-3240,83.15500126217096,2,3.4,3.4,Ivy Bridge,55,Intel HD Graphics 2500,Intel,True,LGA1155,True
Intel Xeon E5-2630 V2,239.39744603724782,6,2.6,3.1,Ivy Bridge,80,,Intel,False,LGA1155,True
Intel Core i3-6300T,108.74777723601659,2,3.3,3.3,Skylake,35,Intel HD Graphics 530,Intel,True,LGA1151,True
Intel Pentium G4500T,78.54538660693441,2,3.0,3.0,Skylake,35,Intel HD Graphics 530,Intel,True,LGA1151,True
Intel Xeon E5-2658 V3,242.4729134046746,12,2.2,2.9,Haswell,105,,Intel,False,LGA1150,True
Intel Core i7-6900K,314.4037425184563,8,3.2,3.7,Broadwell,140,,Intel,False,LGA1150,True
Intel Xeon E5-2683 V3,554.4900886866125,14,2.0,3.0,Haswell,120,,Intel,False,LGA1150,True
